"population","demographic_group","indicator","survey_year","value","indicator_type"
children,Asian girls,Unmet need for GP due to cost,2012,5.0,Healthcare Access
children,European/Other boys,Unmet need for GP due to cost,2012,6.0,Healthcare Access
children,European/Other girls,Unmet need for GP due to cost,2012,6.0,Healthcare Access
children,Northern boys,Unmet need for GP due to cost,2012,4.8,Healthcare Access
children,Midland boys,Unmet need for GP due to cost,2012,3.4,Healthcare Access
children,Central boys,Unmet need for GP due to cost,2012,10.8,Healthcare Access
children,South Island boys,Unmet need for GP due to cost,2012,6.0,Healthcare Access
children,Northern girls,Unmet need for GP due to cost,2012,5.8,Healthcare Access
children,Midland girls,Unmet need for GP due to cost,2012,5.2,Healthcare Access
children,Central girls,Unmet need for GP due to cost,2012,12.1,Healthcare Access
children,South Island girls,Unmet need for GP due to cost,2012,5.6,Healthcare Access
children,Total Non-disabled,Unmet need for GP due to cost,2012,0.0,Healthcare Access
children,Total Disabled,Unmet need for GP due to cost,2012,0.0,Healthcare Access
children,Non-disabled boys,Unmet need for GP due to cost,2012,0.0,Healthcare Access
children,Disabled boys,Unmet need for GP due to cost,2012,0.0,Healthcare Access
children,Non-disabled girls,Unmet need for GP due to cost,2012,0.0,Healthcare Access
children,Disabled girls,Unmet need for GP due to cost,2012,0.0,Healthcare Access
children,Total,Unfilled prescription due to cost,2012,4.6,Other
children,Boys,Unfilled prescription due to cost,2012,3.8,Other
children,Girls,Unfilled prescription due to cost,2012,5.3,Other
children,"0-4",Unfilled prescription due to cost,2012,4.1,Other
children,"5-9",Unfilled prescription due to cost,2012,4.2,Other
children,"10-14",Unfilled prescription due to cost,2012,5.4,Other
children,Total Māori,Unfilled prescription due to cost,2012,9.3,Other
children,Total Pacific,Unfilled prescription due to cost,2012,10.7,Other
children,Total Asian,Unfilled prescription due to cost,2012,2.9,Other
children,Total European/Other,Unfilled prescription due to cost,2012,2.6,Other
children,Total Northern,Unfilled prescription due to cost,2012,4.4,Other
children,Total Midland,Unfilled prescription due to cost,2012,4.2,Other
children,Total Central,Unfilled prescription due to cost,2012,6.9,Other
children,Total South Island,Unfilled prescription due to cost,2012,3.1,Other
children,Māori boys,Unfilled prescription due to cost,2012,7.7,Other
children,Māori girls,Unfilled prescription due to cost,2012,11.0,Other
children,Pacific boys,Unfilled prescription due to cost,2012,9.5,Other
children,Pacific girls,Unfilled prescription due to cost,2012,11.9,Other
children,Asian boys,Unfilled prescription due to cost,2012,3.7,Other
children,Asian girls,Unfilled prescription due to cost,2012,2.0,Other
children,European/Other boys,Unfilled prescription due to cost,2012,2.4,Other
children,European/Other girls,Unfilled prescription due to cost,2012,2.7,Other
children,Northern boys,Unfilled prescription due to cost,2012,3.7,Other
children,Midland boys,Unfilled prescription due to cost,2012,2.9,Other
children,Central boys,Unfilled prescription due to cost,2012,5.7,Other
children,South Island boys,Unfilled prescription due to cost,2012,3.3,Other
children,Northern girls,Unfilled prescription due to cost,2012,5.2,Other
children,Midland girls,Unfilled prescription due to cost,2012,5.6,Other
children,Central girls,Unfilled prescription due to cost,2012,8.2,Other
children,South Island girls,Unfilled prescription due to cost,2012,3.0,Other
children,Total Non-disabled,Unfilled prescription due to cost,2012,0.0,Other
children,Total Disabled,Unfilled prescription due to cost,2012,0.0,Other
children,Non-disabled boys,Unfilled prescription due to cost,2012,0.0,Other
children,Disabled boys,Unfilled prescription due to cost,2012,0.0,Other
children,Non-disabled girls,Unfilled prescription due to cost,2012,0.0,Other
children,Disabled girls,Unfilled prescription due to cost,2012,0.0,Other
children,Total,Unmet need for dental health care due to cost,2012,0.0,Healthcare Access
children,Boys,Unmet need for dental health care due to cost,2012,0.0,Healthcare Access
children,Girls,Unmet need for dental health care due to cost,2012,0.0,Healthcare Access
children,"1-4",Unmet need for dental health care due to cost,2012,0.0,Healthcare Access
children,"5-9",Unmet need for dental health care due to cost,2012,0.0,Healthcare Access
children,"10-14",Unmet need for dental health care due to cost,2012,0.0,Healthcare Access
children,Total Māori,Unmet need for dental health care due to cost,2012,0.0,Healthcare Access
children,Total Pacific,Unmet need for dental health care due to cost,2012,0.0,Healthcare Access
children,Total Asian,Unmet need for dental health care due to cost,2012,0.0,Healthcare Access
children,Total European/Other,Unmet need for dental health care due to cost,2012,0.0,Healthcare Access
children,Total Northern,Unmet need for dental health care due to cost,2012,0.0,Healthcare Access
children,Total Midland,Unmet need for dental health care due to cost,2012,0.0,Healthcare Access
children,Total Central,Unmet need for dental health care due to cost,2012,0.0,Healthcare Access
children,Total South Island,Unmet need for dental health care due to cost,2012,0.0,Healthcare Access
children,Māori boys,Unmet need for dental health care due to cost,2012,0.0,Healthcare Access
children,Māori girls,Unmet need for dental health care due to cost,2012,0.0,Healthcare Access
children,Pacific boys,Unmet need for dental health care due to cost,2012,0.0,Healthcare Access
children,Pacific girls,Unmet need for dental health care due to cost,2012,0.0,Healthcare Access
children,Asian boys,Unmet need for dental health care due to cost,2012,0.0,Healthcare Access
children,Asian girls,Unmet need for dental health care due to cost,2012,0.0,Healthcare Access
children,European/Other boys,Unmet need for dental health care due to cost,2012,0.0,Healthcare Access
children,European/Other girls,Unmet need for dental health care due to cost,2012,0.0,Healthcare Access
children,Northern boys,Unmet need for dental health care due to cost,2012,0.0,Healthcare Access
children,Midland boys,Unmet need for dental health care due to cost,2012,0.0,Healthcare Access
children,Central boys,Unmet need for dental health care due to cost,2012,0.0,Healthcare Access
children,South Island boys,Unmet need for dental health care due to cost,2012,0.0,Healthcare Access
children,Northern girls,Unmet need for dental health care due to cost,2012,0.0,Healthcare Access
children,Midland girls,Unmet need for dental health care due to cost,2012,0.0,Healthcare Access
children,Central girls,Unmet need for dental health care due to cost,2012,0.0,Healthcare Access
children,South Island girls,Unmet need for dental health care due to cost,2012,0.0,Healthcare Access
children,Total Non-disabled,Unmet need for dental health care due to cost,2012,0.0,Healthcare Access
children,Total Disabled,Unmet need for dental health care due to cost,2012,0.0,Healthcare Access
children,Non-disabled boys,Unmet need for dental health care due to cost,2012,0.0,Healthcare Access
children,Disabled boys,Unmet need for dental health care due to cost,2012,0.0,Healthcare Access
children,Non-disabled girls,Unmet need for dental health care due to cost,2012,0.0,Healthcare Access
children,Disabled girls,Unmet need for dental health care due to cost,2012,0.0,Healthcare Access
children,Total,Dental health care worker visit,2012,81.8,Healthcare Access
children,Boys,Dental health care worker visit,2012,81.6,Healthcare Access
children,Girls,Dental health care worker visit,2012,82.0,Healthcare Access
children,"1-4",Dental health care worker visit,2012,57.6,Healthcare Access
children,"5-9",Dental health care worker visit,2012,91.9,Healthcare Access
children,"10-14",Dental health care worker visit,2012,92.0,Healthcare Access
children,Total Māori,Dental health care worker visit,2012,79.2,Healthcare Access
children,Total Pacific,Dental health care worker visit,2012,73.5,Healthcare Access
children,Total Asian,Dental health care worker visit,2012,77.7,Healthcare Access
children,Total European/Other,Dental health care worker visit,2012,84.0,Healthcare Access
children,Total Northern,Dental health care worker visit,2012,79.4,Healthcare Access
children,Total Midland,Dental health care worker visit,2012,81.7,Healthcare Access
children,Total Central,Dental health care worker visit,2012,81.0,Healthcare Access
children,Total South Island,Dental health care worker visit,2012,86.5,Healthcare Access
children,Māori boys,Dental health care worker visit,2012,78.4,Healthcare Access
children,Māori girls,Dental health care worker visit,2012,80.1,Healthcare Access
children,Pacific boys,Dental health care worker visit,2012,71.7,Healthcare Access
children,Pacific girls,Dental health care worker visit,2012,75.2,Healthcare Access
children,Asian boys,Dental health care worker visit,2012,76.6,Healthcare Access
children,Asian girls,Dental health care worker visit,2012,78.7,Healthcare Access
children,European/Other boys,Dental health care worker visit,2012,84.5,Healthcare Access
children,European/Other girls,Dental health care worker visit,2012,83.4,Healthcare Access
children,Northern boys,Dental health care worker visit,2012,79.1,Healthcare Access
children,Midland boys,Dental health care worker visit,2012,80.4,Healthcare Access
children,Central boys,Dental health care worker visit,2012,80.0,Healthcare Access
children,South Island boys,Dental health care worker visit,2012,89.7,Healthcare Access
children,Northern girls,Dental health care worker visit,2012,79.8,Healthcare Access
children,Midland girls,Dental health care worker visit,2012,83.1,Healthcare Access
children,Central girls,Dental health care worker visit,2012,82.1,Healthcare Access
children,South Island girls,Dental health care worker visit,2012,83.9,Healthcare Access
children,Total Non-disabled,Dental health care worker visit,2012,0.0,Healthcare Access
children,Total Disabled,Dental health care worker visit,2012,0.0,Healthcare Access
children,Non-disabled boys,Dental health care worker visit,2012,0.0,Healthcare Access
children,Disabled boys,Dental health care worker visit,2012,0.0,Healthcare Access
children,Non-disabled girls,Dental health care worker visit,2012,0.0,Healthcare Access
children,Disabled girls,Dental health care worker visit,2012,0.0,Healthcare Access
children,Total,ED visit,2012,14.1,Healthcare Access
children,Boys,ED visit,2012,15.3,Healthcare Access
children,Girls,ED visit,2012,12.7,Healthcare Access
children,"0-4",ED visit,2012,18.7,Healthcare Access
children,"5-9",ED visit,2012,10.6,Healthcare Access
children,"10-14",ED visit,2012,12.6,Healthcare Access
children,Total Māori,ED visit,2012,18.1,Healthcare Access
children,Total Pacific,ED visit,2012,15.4,Healthcare Access
children,Total Asian,ED visit,2012,9.3,Healthcare Access
children,Total European/Other,ED visit,2012,13.8,Healthcare Access
children,Total Northern,ED visit,2012,11.7,Healthcare Access
children,Total Midland,ED visit,2012,16.9,Healthcare Access
children,Total Central,ED visit,2012,15.7,Healthcare Access
children,Total South Island,ED visit,2012,13.7,Healthcare Access
children,Māori boys,ED visit,2012,19.7,Healthcare Access
children,Māori girls,ED visit,2012,16.4,Healthcare Access
children,Pacific boys,ED visit,2012,20.1,Healthcare Access
children,Pacific girls,ED visit,2012,10.8,Healthcare Access
children,Asian boys,ED visit,2012,9.8,Healthcare Access
children,Asian girls,ED visit,2012,8.9,Healthcare Access
children,European/Other boys,ED visit,2012,14.0,Healthcare Access
children,European/Other girls,ED visit,2012,13.6,Healthcare Access
children,Northern boys,ED visit,2012,14.0,Healthcare Access
children,Midland boys,ED visit,2012,18.0,Healthcare Access
children,Central boys,ED visit,2012,15.3,Healthcare Access
children,South Island boys,ED visit,2012,14.7,Healthcare Access
children,Northern girls,ED visit,2012,9.1,Healthcare Access
children,Midland girls,ED visit,2012,15.6,Healthcare Access
children,Central girls,ED visit,2012,16.2,Healthcare Access
children,South Island girls,ED visit,2012,12.8,Healthcare Access
children,Total Non-disabled,ED visit,2012,0.0,Healthcare Access
children,Total Disabled,ED visit,2012,0.0,Healthcare Access
children,Non-disabled boys,ED visit,2012,0.0,Healthcare Access
