"population","indicator","year","comparison","rate_ratio","low_ci","high_ci","adjusted_factors"
children,Mean height (cm),2024,Most deprived vs least deprived - boys,1.02,0.99,1.04,"Age, ethnic group"
children,Mean height (cm),2024,Most deprived vs least deprived - girls,1.0,0.97,1.02,"Age, ethnic group"
children,Mean height (cm),2024,Disabled children vs non-disabled children (5-14),1.0,0.98,1.01,"Age, gender"
children,Food runs out - often or sometimes,2024,Boys vs girls,0.96,0.78,1.19,Age
children,Food runs out - often or sometimes,2024,Māori vs non-Māori,1.89,1.55,2.29,"Age, gender"
children,Food runs out - often or sometimes,2024,Māori boys vs non-Māori boys,1.76,1.39,2.24,Age
children,Food runs out - often or sometimes,2024,Māori girls vs non-Māori girls,2.02,1.49,2.73,Age
children,Food runs out - often or sometimes,2024,Pacific vs non-Pacific,2.46,1.99,3.04,"Age, gender"
children,Food runs out - often or sometimes,2024,Pacific boys vs non-Pacific boys,2.43,1.72,3.44,Age
children,Food runs out - often or sometimes,2024,Pacific girls vs non-Pacific girls,2.49,2.0,3.1,Age
children,Food runs out - often or sometimes,2024,Asian vs non-Asian,0.56,0.4,0.78,"Age, gender"
children,Food runs out - often or sometimes,2024,Asian boys vs non-Asian boys,0.62,0.39,1.01,Age
children,Food runs out - often or sometimes,2024,Asian girls vs non-Asian girls,0.5,0.33,0.74,Age
children,Food runs out - often or sometimes,2024,Most deprived vs least deprived,3.91,2.65,5.77,"Age, gender, ethnic group"
children,Food runs out - often or sometimes,2024,Most deprived vs least deprived - boys,3.47,1.9,6.33,"Age, ethnic group"
children,Food runs out - often or sometimes,2024,Most deprived vs least deprived - girls,4.37,2.44,7.81,"Age, ethnic group"
children,Food runs out - often or sometimes,2024,Disabled children vs non-disabled children (5-14),1.7,1.25,2.3,"Age, gender"
children,Food runs out - often,2024,Boys vs girls,0.95,0.58,1.55,Age
children,Food runs out - often,2024,Māori vs non-Māori,2.53,1.6,3.99,"Age, gender"
children,Food runs out - often,2024,Māori boys vs non-Māori boys,2.66,1.36,5.2,Age
children,Food runs out - often,2024,Māori girls vs non-Māori girls,2.4,1.28,4.5,Age
children,Food runs out - often,2024,Pacific vs non-Pacific,2.64,1.6,4.33,"Age, gender"
children,Food runs out - often,2024,Pacific boys vs non-Pacific boys,1.65,0.79,3.46,Age
children,Food runs out - often,2024,Pacific girls vs non-Pacific girls,3.74,2.01,6.94,Age
children,Food runs out - often,2024,Asian vs non-Asian,0.45,0.1,2.01,"Age, gender"
children,Food runs out - often,2024,Asian boys vs non-Asian boys,0.62,0.11,3.5,Age
children,Food runs out - often,2024,Asian girls vs non-Asian girls,0.29,0.07,1.22,Age
children,Food runs out - often,2024,Most deprived vs least deprived,4.5,1.81,11.17,"Age, gender, ethnic group"
children,Food runs out - often,2024,Most deprived vs least deprived - boys,5.5,1.46,20.71,"Age, ethnic group"
children,Food runs out - often,2024,Most deprived vs least deprived - girls,3.78,1.24,11.55,"Age, ethnic group"
children,Food runs out - often,2024,Disabled children vs non-disabled children (5-14),3.11,1.82,5.3,"Age, gender"
children,Food runs out - sometimes,2024,Boys vs girls,0.97,0.75,1.25,Age
children,Food runs out - sometimes,2024,Māori vs non-Māori,1.72,1.37,2.17,"Age, gender"
children,Food runs out - sometimes,2024,Māori boys vs non-Māori boys,1.55,1.13,2.13,Age
children,Food runs out - sometimes,2024,Māori girls vs non-Māori girls,1.92,1.38,2.66,Age
children,Food runs out - sometimes,2024,Pacific vs non-Pacific,2.41,1.91,3.04,"Age, gender"
children,Food runs out - sometimes,2024,Pacific boys vs non-Pacific boys,2.7,1.89,3.87,Age
children,Food runs out - sometimes,2024,Pacific girls vs non-Pacific girls,2.17,1.66,2.85,Age
children,Food runs out - sometimes,2024,Asian vs non-Asian,0.59,0.4,0.86,"Age, gender"
children,Food runs out - sometimes,2024,Asian boys vs non-Asian boys,0.62,0.35,1.12,Age
children,Food runs out - sometimes,2024,Asian girls vs non-Asian girls,0.57,0.36,0.89,Age
children,Food runs out - sometimes,2024,Most deprived vs least deprived,3.68,2.42,5.59,"Age, gender, ethnic group"
children,Food runs out - sometimes,2024,Most deprived vs least deprived - boys,3.0,1.5,5.99,"Age, ethnic group"
children,Food runs out - sometimes,2024,Most deprived vs least deprived - girls,4.45,2.29,8.65,"Age, ethnic group"
children,Food runs out - sometimes,2024,Disabled children vs non-disabled children (5-14),1.31,0.91,1.88,"Age, gender"
children,Use food grants - often or sometimes,2024,Boys vs girls,1.02,0.75,1.39,Age
children,Use food grants - often or sometimes,2024,Māori vs non-Māori,3.22,2.52,4.12,"Age, gender"
children,Use food grants - often or sometimes,2024,Māori boys vs non-Māori boys,2.57,1.81,3.64,Age
children,Use food grants - often or sometimes,2024,Māori girls vs non-Māori girls,4.12,2.83,6.02,Age
children,Use food grants - often or sometimes,2024,Pacific vs non-Pacific,2.71,2.12,3.48,"Age, gender"
children,Use food grants - often or sometimes,2024,Pacific boys vs non-Pacific boys,2.54,1.74,3.71,Age
children,Use food grants - often or sometimes,2024,Pacific girls vs non-Pacific girls,2.91,2.13,3.99,Age
children,Use food grants - often or sometimes,2024,Asian vs non-Asian,0.34,0.18,0.63,"Age, gender"
children,Use food grants - often or sometimes,2024,Asian boys vs non-Asian boys,0.45,0.17,1.18,Age
children,Use food grants - often or sometimes,2024,Asian girls vs non-Asian girls,0.23,0.1,0.5,Age
children,Use food grants - often or sometimes,2024,Most deprived vs least deprived,4.93,2.71,8.99,"Age, gender, ethnic group"
children,Use food grants - often or sometimes,2024,Most deprived vs least deprived - boys,3.23,1.36,7.67,"Age, ethnic group"
children,Use food grants - often or sometimes,2024,Most deprived vs least deprived - girls,8.06,3.68,17.67,"Age, ethnic group"
children,Use food grants - often or sometimes,2024,Disabled children vs non-disabled children (5-14),2.79,2.06,3.76,"Age, gender"
children,Use food grants - often,2024,Boys vs girls,0.73,0.34,1.59,Age
children,Use food grants - often,2024,Māori vs non-Māori,3.84,1.89,7.82,"Age, gender"
children,Use food grants - often,2024,Māori boys vs non-Māori boys,4.22,1.3,13.71,Age
children,Use food grants - often,2024,Māori girls vs non-Māori girls,3.58,1.27,10.08,Age
children,Use food grants - often,2024,Pacific vs non-Pacific,2.12,0.91,4.97,"Age, gender"
children,Use food grants - often,2024,Pacific boys vs non-Pacific boys,1.46,0.52,4.11,Age
children,Use food grants - often,2024,Pacific girls vs non-Pacific girls,2.69,0.79,9.18,Age
children,Use food grants - often,2024,Asian vs non-Asian,0.14,0.03,0.59,"Age, gender"
children,Use food grants - often,2024,Asian boys vs non-Asian boys,0.3,0.05,1.72,Age
children,Use food grants - often,2024,Most deprived vs least deprived,2.08,0.3,14.33,"Age, gender, ethnic group"
children,Use food grants - often,2024,Disabled children vs non-disabled children (5-14),4.59,1.98,10.61,"Age, gender"
children,Use food grants - sometimes,2024,Boys vs girls,1.1,0.79,1.54,Age
children,Use food grants - sometimes,2024,Māori vs non-Māori,3.09,2.29,4.18,"Age, gender"
children,Use food grants - sometimes,2024,Māori boys vs non-Māori boys,2.35,1.55,3.55,Age
children,Use food grants - sometimes,2024,Māori girls vs non-Māori girls,4.3,2.8,6.6,Age
children,Use food grants - sometimes,2024,Pacific vs non-Pacific,2.86,2.18,3.76,"Age, gender"
children,Use food grants - sometimes,2024,Pacific boys vs non-Pacific boys,2.78,1.84,4.19,Age
children,Use food grants - sometimes,2024,Pacific girls vs non-Pacific girls,2.98,2.02,4.39,Age
children,Use food grants - sometimes,2024,Asian vs non-Asian,0.39,0.21,0.72,"Age, gender"
children,Use food grants - sometimes,2024,Asian boys vs non-Asian boys,0.49,0.18,1.3,Age
children,Use food grants - sometimes,2024,Asian girls vs non-Asian girls,0.29,0.13,0.64,Age
children,Use food grants - sometimes,2024,Most deprived vs least deprived,6.07,3.1,11.9,"Age, gender, ethnic group"
children,Use food grants - sometimes,2024,Most deprived vs least deprived - boys,4.58,1.96,10.67,"Age, ethnic group"
children,Use food grants - sometimes,2024,Most deprived vs least deprived - girls,8.24,2.86,23.75,"Age, ethnic group"
children,Use food grants - sometimes,2024,Disabled children vs non-disabled children (5-14),2.48,1.73,3.55,"Age, gender"
children,We eat less - often or sometimes,2024,Boys vs girls,1.06,0.87,1.29,Age
children,We eat less - often or sometimes,2024,Māori vs non-Māori,1.8,1.51,2.14,"Age, gender"
children,We eat less - often or sometimes,2024,Māori boys vs non-Māori boys,1.57,1.24,1.98,Age
children,We eat less - often or sometimes,2024,Māori girls vs non-Māori girls,2.09,1.64,2.68,Age
children,We eat less - often or sometimes,2024,Pacific vs non-Pacific,2.09,1.67,2.61,"Age, gender"
children,We eat less - often or sometimes,2024,Pacific boys vs non-Pacific boys,2.13,1.51,3.0,Age
children,We eat less - often or sometimes,2024,Pacific girls vs non-Pacific girls,2.05,1.5,2.8,Age
children,We eat less - often or sometimes,2024,Asian vs non-Asian,0.46,0.33,0.64,"Age, gender"
children,We eat less - often or sometimes,2024,Asian boys vs non-Asian boys,0.51,0.33,0.78,Age
children,We eat less - often or sometimes,2024,Asian girls vs non-Asian girls,0.42,0.26,0.66,Age
children,We eat less - often or sometimes,2024,Most deprived vs least deprived,2.51,1.8,3.51,"Age, gender, ethnic group"
children,We eat less - often or sometimes,2024,Most deprived vs least deprived - boys,2.64,1.52,4.56,"Age, ethnic group"
children,We eat less - often or sometimes,2024,Most deprived vs least deprived - girls,2.31,1.39,3.85,"Age, ethnic group"
children,We eat less - often or sometimes,2024,Disabled children vs non-disabled children (5-14),1.82,1.4,2.36,"Age, gender"
children,We eat less - often,2024,Boys vs girls,1.23,0.67,2.23,Age
children,We eat less - often,2024,Māori vs non-Māori,2.81,1.64,4.82,"Age, gender"
children,We eat less - often,2024,Māori boys vs non-Māori boys,2.97,1.35,6.52,Age
children,We eat less - often,2024,Māori girls vs non-Māori girls,2.63,1.21,5.7,Age
children,We eat less - often,2024,Pacific vs non-Pacific,2.02,1.16,3.5,"Age, gender"
children,We eat less - often,2024,Pacific boys vs non-Pacific boys,1.66,0.73,3.76,Age
children,We eat less - often,2024,Pacific girls vs non-Pacific girls,2.46,1.09,5.56,Age
children,We eat less - often,2024,Asian vs non-Asian,0.5,0.17,1.48,"Age, gender"
children,We eat less - often,2024,Asian boys vs non-Asian boys,0.62,0.1,3.7,Age
children,We eat less - often,2024,Asian girls vs non-Asian girls,0.37,0.06,2.24,Age
children,We eat less - often,2024,Most deprived vs least deprived,1.11,0.34,3.6,"Age, gender, ethnic group"
children,We eat less - often,2024,Most deprived vs least deprived - boys,0.8,0.14,4.49,"Age, ethnic group"
children,We eat less - often,2024,Most deprived vs least deprived - girls,1.71,0.41,7.13,"Age, ethnic group"
children,We eat less - often,2024,Disabled children vs non-disabled children (5-14),4.02,2.02,8.0,"Age, gender"
children,We eat less - sometimes,2024,Boys vs girls,1.03,0.82,1.29,Age
children,We eat less - sometimes,2024,Māori vs non-Māori,1.63,1.34,2.0,"Age, gender"
children,We eat less - sometimes,2024,Māori boys vs non-Māori boys,1.34,1.03,1.75,Age
children,We eat less - sometimes,2024,Māori girls vs non-Māori girls,2.01,1.53,2.63,Age
children,We eat less - sometimes,2024,Pacific vs non-Pacific,2.11,1.61,2.76,"Age, gender"
children,We eat less - sometimes,2024,Pacific boys vs non-Pacific boys,2.25,1.52,3.31,Age
children,We eat less - sometimes,2024,Pacific girls vs non-Pacific girls,1.98,1.32,2.98,Age
children,We eat less - sometimes,2024,Asian vs non-Asian,0.45,0.33,0.62,"Age, gender"
children,We eat less - sometimes,2024,Asian boys vs non-Asian boys,0.49,0.31,0.76,Age
children,We eat less - sometimes,2024,Asian girls vs non-Asian girls,0.42,0.26,0.7,Age
children,We eat less - sometimes,2024,Most deprived vs least deprived,3.0,2.07,4.35,"Age, gender, ethnic group"
children,We eat less - sometimes,2024,Most deprived vs least deprived - boys,3.5,1.95,6.29,"Age, ethnic group"
children,We eat less - sometimes,2024,Most deprived vs least deprived - girls,2.44,1.42,4.17,"Age, ethnic group"
children,We eat less - sometimes,2024,Disabled children vs non-disabled children (5-14),1.48,1.04,2.11,"Age, gender"
children,Unmet need for GP due to wait time,2024,Boys vs girls,1.03,0.83,1.28,Age
children,Unmet need for GP due to wait time,2024,Māori vs non-Māori,0.82,0.64,1.04,"Age, gender"
children,Unmet need for GP due to wait time,2024,Māori boys vs non-Māori boys,0.85,0.62,1.17,Age
children,Unmet need for GP due to wait time,2024,Māori girls vs non-Māori girls,0.78,0.53,1.16,Age
children,Unmet need for GP due to wait time,2024,Pacific vs non-Pacific,1.16,0.88,1.53,"Age, gender"
children,Unmet need for GP due to wait time,2024,Pacific boys vs non-Pacific boys,1.11,0.76,1.62,Age
children,Unmet need for GP due to wait time,2024,Pacific girls vs non-Pacific girls,1.21,0.77,1.89,Age
children,Unmet need for GP due to wait time,2024,Asian vs non-Asian,1.29,1.05,1.59,"Age, gender"
children,Unmet need for GP due to wait time,2024,Asian boys vs non-Asian boys,1.41,1.03,1.92,Age
children,Unmet need for GP due to wait time,2024,Asian girls vs non-Asian girls,1.19,0.86,1.65,Age
children,Unmet need for GP due to wait time,2024,Most deprived vs least deprived,0.71,0.48,1.05,"Age, gender, ethnic group"
children,Unmet need for GP due to wait time,2024,Most deprived vs least deprived - boys,0.68,0.37,1.23,"Age, ethnic group"
children,Unmet need for GP due to wait time,2024,Most deprived vs least deprived - girls,0.74,0.4,1.37,"Age, ethnic group"
children,Unmet need for GP due to wait time,2024,Disabled children vs non-disabled children (5-14),1.25,0.86,1.81,"Age, gender"
children,Unmet need for GP due to transport,2024,Boys vs girls,0.68,0.32,1.44,Age
children,Unmet need for GP due to transport,2024,Māori vs non-Māori,2.58,1.16,5.76,"Age, gender"
children,Unmet need for GP due to transport,2024,Māori boys vs non-Māori boys,2.54,0.89,7.3,Age
children,Unmet need for GP due to transport,2024,Māori girls vs non-Māori girls,2.61,0.79,8.58,Age
children,Unmet need for GP due to transport,2024,Pacific vs non-Pacific,1.31,0.57,3.03,"Age, gender"
children,Unmet need for GP due to transport,2024,Pacific boys vs non-Pacific boys,2.36,0.74,7.56,Age
children,Unmet need for GP due to transport,2024,Pacific girls vs non-Pacific girls,0.75,0.17,3.28,Age
children,Unmet need for GP due to transport,2024,Asian vs non-Asian,0.2,0.05,0.84,"Age, gender"
children,Unmet need for GP due to transport,2024,Asian girls vs non-Asian girls,0.21,0.03,1.41,Age
children,Unmet need for GP due to transport,2024,Most deprived vs least deprived,0.71,0.1,5.0,"Age, gender, ethnic group"
children,Unmet need for GP due to transport,2024,Disabled children vs non-disabled children (5-14),5.24,1.25,21.97,"Age, gender"
children,Unmet need for GP due to care for a dependent,2024,Boys vs girls,0.75,0.36,1.55,Age
children,Unmet need for GP due to care for a dependent,2024,Māori vs non-Māori,1.06,0.44,2.54,"Age, gender"
children,Unmet need for GP due to care for a dependent,2024,Māori boys vs non-Māori boys,1.11,0.27,4.54,Age
children,Unmet need for GP due to care for a dependent,2024,Māori girls vs non-Māori girls,1.02,0.25,4.13,Age
children,Unmet need for GP due to care for a dependent,2024,Pacific vs non-Pacific,0.86,0.23,3.23,"Age, gender"
children,Unmet need for GP due to care for a dependent,2024,Pacific boys vs non-Pacific boys,2.51,0.49,12.91,Age
children,Unmet need for GP due to care for a dependent,2024,Asian vs non-Asian,1.69,0.55,5.21,"Age, gender"
children,Unmet need for GP due to care for a dependent,2024,Asian boys vs non-Asian boys,1.71,0.44,6.69,Age
children,Unmet need for GP due to care for a dependent,2024,Asian girls vs non-Asian girls,1.6,0.38,6.73,Age
children,Unmet need for GP due to care for a dependent,2024,Disabled children vs non-disabled children (5-14),1.97,0.64,6.1,"Age, gender"
children,Unmet need for GP due to dislike,2024,Boys vs girls,0.91,0.38,2.16,Age
children,Unmet need for GP due to dislike,2024,Māori vs non-Māori,0.84,0.29,2.45,"Age, gender"
children,Unmet need for GP due to dislike,2024,Māori boys vs non-Māori boys,1.71,0.35,8.5,Age
children,Unmet need for GP due to dislike,2024,Māori girls vs non-Māori girls,0.3,0.04,1.98,Age
children,Unmet need for GP due to dislike,2024,Pacific vs non-Pacific,0.33,0.06,1.72,"Age, gender"
